Ensembl_ID	TCGA-CC-A8HS-01A	TCGA-RC-A6M5-01A	TCGA-DD-A119-01A	TCGA-DD-A3A9-01A	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EK-01A
RHOB	5.528983985	7.176305497	7.229928773	8.115409549	7.499112982	6.840089005	6.000551853	6.709733729
RHOBTB1	1.617697613	1.628423531	0.728580438	1.744848475	2.671534025	2.519734297	2.14469593	0.544847197
RHOBTB2	2.232009232	1.75242176	0.412055985	1.882683336	1.135342416	0.939372125	1.52044569	0.894023063
RHOBTB3	2.892420228	1.85095774	1.722987269	1.834034276	2.930005601	3.963357911	1.276860985	2.581164209
RHOC	4.241051365	5.359366057	5.547807659	6.539467042	4.920178462	3.603434642	6.247362965	5.066690682
RHOD	4.172773984	4.839259676	5.918633793	5.324496164	5.412311624	2.667321216	3.80679645	5.062281748
RHOG	4.507697747	3.936995795	4.564328869	5.372930139	4.444944978	3.88506843	4.881283811	4.364583816
RHOH	0.369011594	0.454838343	0.15857118	0.489944844	0.271423081	0.186350713	0.421798433	0.090002144
RHOJ	1.539533613	2.3521801	1.08273719	1.796758177	0.501671617	1.539810712	1.236596925	1.076556566
RHOQ	3.134808859	2.901395355	1.277781875	2.125314876	1.964451878	1.761401066	3.317607744	2.72741318
RHOT1	2.880550712	1.532174927	1.268145157	2.046114536	2.698303137	2.647393442	3.099347551	1.948368299
RHOT2	3.848509472	3.728853936	3.134125824	3.318048566	3.974426932	2.718809423	3.947246017	3.020763122
RHOU	5.191845665	4.588184768	4.468242079	3.327539956	4.034454382	4.986788258	3.998667205	4.295515365
RHPN1	1.923967348	1.339769889	0.685918462	0.732465152	2.182055521	1.099720745	1.136042186	0.684451864
RHPN2	2.523228813	3.274491396	2.267956373	2.042790497	2.975317489	3.392531207	4.943474607	2.873030638
RIBC1	0.146982684	0.191089744	0.134506027	0.177161223	0.392768244	0.107817389	0.578937866	0.109636296
RIC1	2.267153988	1.080476125	0.770955964	1.114899589	1.987805205	2.03142599	2.843525123	2.30904844
RIC8A	4.368456814	3.116826542	2.933386667	3.708903957	3.67112927	3.065321784	4.446719546	3.273724313
RIC8B	2.071712619	0.80338932	0.86266971	1.059477621	1.27478235	2.094406339	3.213877729	1.085223881
RICTOR	2.156137605	1.092196726	0.951228992	0.790373799	1.232978017	1.844296192	2.583186765	0.83999588
RIF1	2.31529109	0.76261557	0.981879295	1.0990374	1.664501129	2.009009932	2.359165782	1.01983473
RILP	2.000696391	3.252901446	4.069064328	4.209461806	2.930062362	2.396305005	4.109165932	3.652394429
RILPL1	1.603452542	1.046656737	0.740562359	1.032215704	1.085692242	1.025811502	1.67155312	1.258821065
RILPL2	1.083127226	1.587027385	1.06516157	1.368140062	1.354546944	0.936196183	1.332354518	0.983629734
RIMKLB	0.771995062	0.841852972	0.274958284	0.675716734	0.172803078	0.163782525	0.604756822	0.286105366
RIMS3	0.399936946	0.511272788	0.301514166	0.179031607	0.164695688	0.217816006	0.433507674	0.222286062
RIN1	0.410006906	0.885055555	0.694505672	1.126834625	1.120306284	0.281665095	0.471937328	0.446748119
RIN2	1.014834396	2.228004587	1.249908213	1.799422149	1.666913936	2.132091677	3.065716078	1.391124482
RIN3	2.671380593	2.307613105	1.556289198	2.47215902	2.05923424	1.569984252	1.266440647	2.944963613
RING1	5.728712615	3.950896337	5.188337136	6.067644802	4.634545714	5.142219462	4.51266736	4.28230023
RINL	1.64819729	1.423140339	2.320297663	0.677973074	2.791268746	2.175332036	0.689158319	1.222297258
RINT1	2.476884308	2.068923258	1.570681097	1.439289965	2.160046266	2.596736584	2.969659664	1.641870046
RIOK1	2.86666867	1.859454345	2.135474131	2.651224607	3.043433514	3.914477471	2.746195942	1.571008944
RIOK2	1.168988526	1.823560564	1.683757672	1.627057307	2.043400197	2.495696504	1.933026463	1.353223276
RIOK3	4.242197442	2.660758892	3.530468826	3.031232799	3.691776674	2.916155337	4.867210806	3.901877513
RIPK1	3.228968534	2.680330858	3.233779702	3.228797091	3.367789824	3.431305111	3.820272633	3.176784731
RIPK2	1.772606213	2.115803102	2.692777683	1.24676109	3.089422119	3.007920535	2.706064945	1.795590204
RIPK3	0.25169343	0.680516282	0.116644113	0.635809515	0.272808013	0.128658067	0.652175587	0.284201134
RIPK4	2.32219687	2.130571707	1.332480976	1.169770633	2.683368958	2.872961524	4.142866085	2.3674507
RIT1	2.689233977	1.68316027	1.951777702	2.853088428	2.897078012	2.663017322	3.321755039	2.115896466
RITA1	3.761112118	2.944345626	3.880409999	3.78423159	3.936235	3.312730064	3.166782116	4.083696124
RLF	1.593615362	1.455161438	0.724753587	0.599113552	1.5092697	1.605125681	2.898837	1.285532898
RLIM	1.827380406	1.820975672	1.539367512	1.399810906	1.984609143	2.21861965	2.760100253	1.539306081
RMDN1	3.253357794	2.560588144	4.324110441	2.978209563	3.71560543	3.526195812	2.751825313	1.985201897
RMDN2	1.486191485	0.988410328	1.036487361	1.210764284	0.895839636	2.223089998	1.13635177	1.226105656
RMDN3	3.16201678	3.817234128	3.372620351	3.148557218	3.23118134	3.469678632	3.610314828	3.156348815
RMI1	2.352402854	1.014831745	1.694225657	0.837334578	1.852299993	2.233716721	1.633065705	1.354210533
RMI2	3.147255255	0.562300846	0.956569817	1.333544427	3.098347196	1.303558105	1.455597937	1.010713412
RMND1	3.910862188	3.328247994	2.857406813	3.688475015	3.636323157	3.002985501	2.520043147	2.59669053
RMND5A	4.352486179	2.501625827	2.877405845	2.697953855	4.18717855	4.196716728	4.108471224	3.941586836
RMND5B	2.112215968	2.001779733	2.649422388	2.895963161	2.281789277	2.746628379	3.072598318	2.387266945
RNASE1	3.144682887	5.265123648	4.894417351	5.908319586	5.340620811	3.907832288	5.145880699	7.164389946
RNASE4	1.882168459	2.912828585	3.328426411	3.334505536	3.020008228	1.768347037	2.230680352	3.295393513
RNASE6	1.363590571	2.303332456	2.961239559	2.702241146	2.871497426	1.468840725	3.435439476	2.734943003
RNASEH1	2.621519024	1.827039381	2.568485989	2.55852366	2.817104912	2.353125031	3.345333845	2.076171048
RNASEH2A	3.935958369	2.003797038	3.197845037	3.003886262	3.871287621	3.448672686	2.231246515	2.600445781
RNASEH2B	1.501459072	0.882868302	1.356098442	1.182698998	1.825552588	2.324708838	1.004720309	0.5573637
RNASEH2C	3.462803585	2.391367421	4.000097355	3.525930609	3.185821157	3.56192997	2.446595591	2.244697693
RNASEK	1.855870651	2.612623874	1.643970162	1.419997669	1.418902402	1.524760424	2.195196437	1.680759708
RNASEL	0.529797733	0.975497104	0.57476421	0.42278356	0.172167201	0.140237605	1.415787582	0.727613098
RNASET2	3.308815209	1.579357416	2.373772592	2.973299616	2.390115123	2.82369157	1.542029558	1.687061945
RND1	2.886454956	3.435344574	2.632825627	2.243840378	3.386794649	3.791790011	3.661817246	2.289548906
RND2	4.403022958	0.470828174	0.449251152	0.090692978	3.821237275	2.172809858	0.065025327	0.660729845
RND3	3.652532942	3.230668903	1.692768237	2.318932422	3.175291751	2.763627195	3.069739072	3.81674315
RNF10	5.020488459	4.255536656	4.165369369	3.956541369	4.658432267	4.386627327	4.777019958	4.45608321
RNF103	3.528695029	2.034540442	2.823958866	3.776358812	3.070595111	3.279881457	4.36547139	3.358234595
RNF11	3.414819157	3.784802456	3.91635525	3.421488612	4.665471887	3.262276801	5.591846014	4.219484146
RNF111	1.622986801	1.225266313	1.032944741	1.142172565	1.582093897	2.130430941	2.63950481	1.654859249
RNF113A	2.336030694	3.319194987	3.485443094	3.511599773	3.61556712	4.112188672	3.512217217	2.949429619
RNF114	4.744132484	3.571574948	3.6228462	4.092033749	3.764124961	3.24429025	4.292879333	3.195360094
RNF115	2.911527936	1.918334053	2.034770207	2.745521514	1.693515519	2.534647752	2.468813807	1.861863768
RNF121	2.707422503	1.832510317	2.240475178	3.12883845	3.03006986	2.563961938	3.413683361	2.577439742
RNF122	1.772840534	1.548246346	1.11401055	1.753850403	1.757646018	1.547114886	1.119032703	0.999573458
RNF123	3.184564739	2.78095957	0.929336261	1.565824223	2.969433282	2.074600918	2.356700767	2.154009686
RNF125	0.445421807	0.920341929	0.691632649	0.620547466	2.130273253	0.602955871	0.690585273	1.837738422
RNF126	4.269823651	3.065095278	3.05204882	3.456836878	3.974510966	3.249207779	2.806573041	3.285948479
RNF128	3.794550082	4.229079994	4.708141996	1.848687442	5.132948647	4.994761868	6.102878517	4.646831713
RNF13	3.952033877	3.328872675	3.661798158	3.329800385	4.505686237	4.166782968	4.828539356	3.649902741
RNF130	3.163160557	3.710246378	2.795042788	2.807313651	2.561311774	3.204205139	3.68814616	3.332469661
RNF135	0.708087848	1.898275645	1.638698416	1.227214508	0.882311869	0.484624237	1.217235408	0.954078944
RNF138	3.625945594	1.021539442	1.721389955	1.23680511	2.618291108	2.474282751	2.669100487	1.554150316
RNF139	3.479387082	2.904795372	3.827295733	2.85358275	3.408226032	3.522824783	3.885364623	2.707423739
RNF14	3.025887418	3.059186642	3.698448822	3.362256291	2.965795085	3.508636175	4.282995424	3.144445597
RNF141	2.370325477	1.6256922	1.934082267	2.093267983	1.893414496	1.877824491	3.631633253	1.643590951
RNF144A	2.837801015	1.231745924	0.297175773	0.786563886	1.578020412	2.375624504	1.432731057	0.340856149
RNF144B	1.703932161	1.811011444	1.757324956	1.776744603	1.902429328	1.887378527	1.6700559	2.382631561
RNF145	2.286128358	2.658741511	1.842767098	2.291010331	2.804296997	3.728854315	4.324177367	2.269272238
RNF146	2.776164013	2.566295919	2.195271049	2.693429807	2.563375997	2.722894188	2.660015305	1.872202944
RNF149	3.649585598	2.427434799	3.353176387	3.531278941	4.742520107	4.192601904	3.922423604	3.053211796
RNF152	1.951683244	2.143037261	1.513531661	0.805607277	1.332473355	0.712394516	2.001689427	0.967725406
RNF157	0.51388934	1.242638448	0.535887107	0.466223344	2.606205272	1.593272144	0.195324789	2.186791011
RNF166	1.834574225	1.612593203	1.498890444	2.154173318	2.404266433	1.44351989	2.202895441	1.553917758
RNF167	4.898061827	4.952201146	4.54118836	5.989402718	4.913016997	5.249652389	4.781821607	4.767710654
RNF168	2.646854439	1.34732721	1.565035792	1.540846709	2.53447164	1.845083091	2.074079714	2.48221392
RNF169	0.900852806	0.647017498	0.227212795	0.201588704	0.850686669	0.781868545	1.898635717	0.766231981
RNF170	2.775950754	1.901268955	0.946198195	1.881204184	2.066639204	3.192253267	3.087908296	1.480986543
RNF181	5.832671437	5.115357449	6.628968016	6.856674516	6.401616584	6.36232644	5.271470577	5.169223557
RNF185	4.168807776	3.427044074	3.227742374	3.567206695	3.930380444	3.681714868	3.73799448	4.402977999
RNF187	6.046285874	5.180516712	5.749409642	6.090714972	5.581563109	6.559704208	5.835399817	6.845940464
RNF19A	3.576315681	2.667138299	3.20183757	1.688482557	2.572973506	2.773761107	5.024778196	2.202252057
RNF19B	2.035391836	2.590393261	2.315564752	2.890974969	2.555134769	1.842925553	3.317359612	3.571951185
RNF2	3.102156249	1.015389573	1.466621835	1.087783169	2.673410527	2.645955709	1.63888315	1.478722998
RNF20	3.150242603	2.468649723	2.711312483	2.601223941	3.785295893	3.471133979	3.482765617	2.030725348
RNF207	1.263444207	0.98193137	0.381361867	0.248602043	0.94584934	0.907891697	3.186496696	0.83086206
RNF208	3.77322047	2.376033835	3.323719377	2.054812832	3.372212004	2.30622414	1.756893421	2.593247645
RNF213	2.888807471	1.693210052	2.17822172	2.321880562	2.182239016	2.037706732	4.208138212	2.662613306
RNF214	2.267494468	1.171821275	1.004185929	1.071474719	1.896650868	2.023926861	2.204467244	1.211914465
RNF215	1.60144461	0.933788446	1.32112147	1.228676675	1.466269603	1.024443542	1.462081412	1.058844859
RNF216	2.977450274	2.134101186	1.745698434	2.012197791	2.897896337	3.19164368	3.174572585	1.712209472
RNF217	0.70012029	0.895283889	0.655373334	0.364363735	1.072564697	0.749174134	0.333238156	1.089527741
RNF220	2.717681613	1.962647451	2.180883628	2.209920253	3.000760747	2.550341496	2.691938739	2.275673817
RNF24	1.009402468	1.637318465	0.678724386	1.069908341	0.556666914	1.894881652	2.106751009	0.590168563
RNF25	3.230081076	2.290650446	3.332378368	3.659266224	3.435503678	3.880454232	2.706875811	2.34174391
RNF26	5.047936003	3.490697356	2.829072816	3.873544016	4.51365018	3.581087123	4.107239524	4.396559408
RNF31	1.931136922	1.290671378	0.485350121	0.860337862	2.156374212	1.898750451	2.474890961	1.894513135
RNF32	0.723481396	0.315262445	0.342148274	0.36544565	0.453460088	0.768077261	0.629274948	0.243448852
RNF34	3.071333122	1.96631216	1.632012606	1.665845011	2.303133215	2.287010545	3.532321757	2.089172664
RNF38	3.042293799	1.788869683	1.204377681	1.633409054	2.356053198	2.996838464	3.807161442	2.070179513
RNF4	2.469646722	2.505791664	1.866942664	2.392163757	2.376240167	1.961547135	3.883109817	2.464219171
RNF40	2.512117704	3.119703466	0.973779316	1.853796652	3.438115978	2.07939516	3.375079626	3.029615119
RNF41	2.813558399	1.902213057	1.554740986	1.872662173	2.696410173	2.523519438	2.78893581	2.175506981
RNF44	3.115662176	2.087749662	1.646850625	2.703937901	3.216469688	3.020501985	3.779168351	2.055350315
RNF5	5.813640395	6.097240448	6.911742317	7.224175095	6.214869906	6.917124667	5.588358741	5.604199873
RNF6	2.3088676	1.842148522	1.735475223	1.206017705	2.526091172	2.778414156	3.058608801	1.65671391
RNF7	4.411302612	3.604633003	3.844508669	4.710233109	4.295363293	4.158688289	4.30241515	3.918136036
RNF8	2.208696788	1.262567275	1.202315816	1.571738894	2.013671737	2.786934049	0.811262733	1.467139454
RNFT1	3.167256263	1.309194941	1.603211588	1.714501357	4.078435982	2.699946875	1.088947207	1.828457758
RNFT2	0.961101047	0.207754457	0.197269558	0.146876581	0.673180182	0.264286044	0.238782606	0.34020082
RNGTT	2.171304803	1.742979108	1.171890452	1.509580669	2.168910049	1.403943926	1.801785405	1.203337634
RNH1	3.591112123	4.198837932	4.491166834	4.954254039	4.012307401	3.03226836	4.671666974	4.559910961
RNLS	1.830807089	1.641365004	0.564336102	0.254999218	1.159941083	1.501096013	0.659785686	1.804691436
RNMT	2.540589054	1.579050029	1.204005918	1.617875947	2.701915294	2.054825012	3.583191	1.661196858
RNPC3	2.050088938	0.60309524	0.645535381	0.528993658	0.550682028	0.699891774	2.725489426	0.488139851
RNPEP	4.350571587	3.691801463	4.757559119	4.499474784	3.763943906	3.827546024	4.647620822	3.777768918
RNPEPL1	3.490389896	3.698922616	3.863523525	4.036943401	3.727392908	4.191722268	3.487435679	3.846416721
RNPS1	3.69869813	2.814555029	2.418212281	2.812492519	3.531737721	2.554673171	3.468346854	2.468639756
ROBO1	3.747474977	2.123149389	1.01694791	1.436195725	4.72106662	4.05494645	1.966190528	5.271900048
ROBO3	0.410289886	0.436213255	0.821698502	0.381869455	1.750287707	0.146387087	0.215361386	0.211737513
ROBO4	2.110939537	2.47115575	1.168351465	2.23949404	0.642183283	1.022415514	1.362905871	1.245447699
ROCK1	2.685975518	1.469601777	1.200739243	1.204037167	1.951584753	1.626588954	3.154918187	1.964467812
ROCK2	2.829202444	1.8504011	1.9895579	2.137724623	2.871836599	3.01483147	3.268391242	2.287103433
ROGDI	3.19319977	2.304137785	2.654354836	2.423611562	3.487786735	1.861532341	3.645847203	3.102758482
ROM1	1.063026017	0.949550895	1.339821926	1.138579967	0.3689395	0.363356512	0.94212575	1.399763463
ROMO1	6.885621663	6.076079674	7.404445953	7.637998353	6.534802031	6.636810941	5.927253013	5.475503145
RORA	1.445233232	1.49267357	0.996739532	0.544966116	1.015156944	1.29152959	0.900086319	1.367922673
RORC	4.182533383	2.404437331	2.990558983	4.063397389	3.830313463	4.970366764	2.571820348	4.376230247
RP2	1.843384129	1.840005244	1.40262791	1.068213695	2.189381914	2.298024423	2.808649968	1.977899234
RP9	2.157518101	1.329812792	1.723230736	2.196208979	2.264430137	2.324746385	1.992711863	1.395640213
RPA1	3.877410619	2.85206484	1.866322165	2.1803209	3.400952561	4.031561544	3.678785224	2.508472641
RPA2	4.1013223	3.561748153	2.811599876	3.769006178	3.475817725	3.752364273	3.585712586	2.939531762
RPA3	2.016432754	1.972406373	3.140149357	2.719389387	3.529339135	2.788474616	2.787551831	2.24598789
RPAIN	2.090025258	1.456976969	1.081969143	1.873327589	1.627490657	2.367964979	0.727369331	0.767997633
RPAP1	2.353139839	2.646309729	1.777463393	2.054596828	2.995113307	2.517572583	2.259475064	2.374530132
RPAP2	1.375993203	0.561033118	0.457561004	0.258751804	0.877168311	0.655614521	1.056771257	0.371433054
RPAP3	2.815791594	1.385938563	1.669418339	1.854492914	2.617448946	2.321158342	2.452090068	1.668241491
RPE	2.893084348	2.498051534	2.499635857	2.448848549	3.122910041	3.587656177	3.679854199	2.208904894
RPF1	4.554737298	3.210790499	3.543848131	3.082035915	4.18987441	3.469907658	4.229485172	3.029640306
RPF2	3.040857392	2.77320837	2.972055032	3.551415939	3.634726345	3.167536911	2.297722692	2.285203169
RPGRIP1	0.098178542	0.096103291	0.061350771	0.131354292	0.895748788	0.353449908	0.205925262	0.245823415
RPGRIP1L	0.363216405	0.290964954	0.149874708	0.20000149	0.300940071	0.261473588	0.697356232	0.117095922
RPH3AL	1.097280382	2.087688826	1.024028519	2.2248468	1.633464495	1.283494029	2.069399602	1.103829818
RPIA	3.42010602	2.226046718	2.557364514	2.851798288	3.523871751	3.554592453	2.8078629	2.515673439
RPL10	6.459761464	7.649952925	7.53324287	7.986330114	7.904265143	8.766832616	6.763457606	6.423061189
RPL10A	7.082943756	8.040331146	8.79792953	8.982607197	8.909110622	10.00452523	6.663720098	6.376853376
RPL11	7.814726822	8.00435649	7.953091457	8.157878674	7.969755302	9.10166134	6.540900067	7.040255936
RPL12	7.062898641	7.31619025	7.010881376	7.835016915	7.771291354	9.35095102	6.098054467	5.602040668
RPL13	5.428804007	7.163509343	7.555703133	7.682404947	7.398613431	7.955058034	5.832020341	5.905843097
RPL13A	9.467756507	8.896344053	9.566347312	9.996297944	9.197691768	10.7826369	8.084602678	8.1069608
RPL14	5.536836364	5.010725478	5.66526413	5.682125408	6.571746518	7.917389815	3.890059103	4.541079783
RPL15	5.901553637	5.78314093	6.186710778	6.473837733	7.062280481	8.010479773	5.417422841	5.292330883
RPL17	4.396144535	3.093306425	3.35377015	3.213424692	3.820828235	4.688001591	3.233830996	2.437292047
RPL18	7.458136645	6.711515986	7.319706856	7.857139095	6.934275767	8.458979367	5.615132974	5.984108794
RPL18A	6.117354936	6.160469937	6.016729323	6.899238796	6.30914433	7.500644566	5.101535969	5.108845495
RPL19	8.350875558	8.009331476	8.365216196	9.234954096	9.036013452	9.561808579	8.075929836	7.668709309
RPL21	5.364333882	5.82470764	6.787958945	6.05202245	6.472220067	7.731415707	4.560750752	4.353998279
RPL22	5.085051471	5.159624981	5.425674013	5.563410687	4.947743322	6.221965041	5.509487163	4.105928367
RPL22L1	2.717092419	2.806036948	3.728094623	3.879781859	6.050169429	5.165018029	1.889886234	1.794445157
RPL23	6.24893034	5.977031591	6.523105221	7.500525115	7.101707787	7.936085194	5.960868841	5.26814409
RPL23A	6.785846551	6.184843066	7.164501664	7.679250727	7.789590418	7.938096481	5.6595038	5.47212175
RPL24	6.923412546	6.711289905	7.835197913	7.925631085	7.757083831	8.637385555	5.904882627	5.937280711
RPL26	5.635556386	6.005882992	6.224479778	7.435003565	6.730277747	8.349264769	4.923360672	4.418921899
RPL26L1	3.151727363	3.841888343	4.620747001	4.025571838	3.998209492	3.64158746	3.655195201	3.395290826
RPL27	7.99586567	7.084944986	8.095398773	8.873430533	8.459165032	8.93775137	6.801503007	6.678516229
RPL27A	7.364594183	5.475427843	6.770608267	7.1703006	6.703380266	7.770136889	5.048457937	5.106358516
RPL28	6.608654701	6.415259355	6.727925979	7.328098631	6.192526658	7.296312332	5.321042625	5.76748497
RPL29	7.655464612	7.511919093	7.939989909	8.023626572	8.809143619	9.433740378	5.950243336	6.905235922
RPL3	7.819433435	8.272079622	8.111061531	9.139534934	8.996892007	10.07168686	7.714454732	7.840432775
RPL30	7.438998871	6.548412481	8.209495246	7.274246435	7.357746533	8.399203525	5.15194586	5.927896347
RPL31	6.632193215	6.184707243	6.584496061	7.208919463	6.954310325	8.175536135	5.312908457	5.101633248
RPL32	7.367471927	6.939145714	7.510387323	7.913243548	8.297501819	9.415584428	5.331614204	5.96474144
RPL34	6.041669919	6.423906156	6.957864547	6.622120853	6.932228117	7.683799964	5.592240909	5.36703948
RPL35	7.878961339	7.437855063	7.766081966	8.600206764	7.904765647	9.447149516	6.368801743	6.171825432
RPL35A	6.906442453	6.496111332	6.887815781	7.498029584	7.389388048	7.985435549	5.454100953	5.468009767
RPL36	6.913342685	7.365367914	7.637539351	8.349322203	7.267601858	8.572382028	5.971203975	5.849386041
RPL36A	3.422630006	3.311932712	4.360874985	4.837144383	4.004152713	5.802511704	2.476559577	1.951403613
RPL36AL	6.054475944	6.777930498	8.151656359	7.687673793	7.636688522	8.127396899	7.031368491	7.285980191
RPL37	6.953577927	5.996742638	6.186455967	6.580581936	6.397087297	7.802407037	4.46127248	4.955257674
RPL37A	6.700700592	6.012666844	6.994420668	7.786183687	7.084715681	8.506702584	5.330687044	5.177107272
RPL38	6.418603466	5.755833948	6.909737967	7.424072416	6.662240375	7.245467618	5.088913536	5.097392357
RPL39	5.116638525	6.012088231	5.760174793	5.871980567	5.759599841	6.976966774	3.869596089	4.268908461
RPL3L	0.178757293	0.3026243	0.154026704	0.161124225	0.357819421	0.107997023	0.074396481	0.368852022
RPL4	6.877443885	7.009099922	6.978468206	7.871535364	8.174314005	9.384383296	6.692869037	6.313862022
RPL41	7.532964283	6.957699556	7.224501763	8.012287629	7.789675774	8.360400654	6.50482859	6.525044123
RPL41	3.890313981	4.014305509	5.390932639	6.762337129	4.249069609	6.644238734	5.297431766	3.371297164
RPL5	8.221407782	7.299758853	7.496786136	7.534983137	8.871913242	9.020475161	7.23237265	6.581280671
RPL6	7.14111432	6.32381296	7.37487509	6.887119118	7.322332991	8.285881211	5.828852697	5.812149863
RPL7	6.816974436	7.046183052	8.312694037	7.412662265	7.614087236	9.004971776	5.580079	5.709505161
RPL7A	8.161742148	7.958897153	8.509081932	8.8485674	8.691507395	10.28821714	7.226137001	6.632340358
RPL7L1	3.758897836	3.544157502	3.651162294	3.622316621	3.505667475	4.443248838	3.756810966	2.771560187
RPL8	8.958140754	8.64249978	10.3142831	9.218356278	9.174003278	11.70470862	7.490530369	7.947807913
RPL9	6.607056786	6.492300468	6.67033497	7.540415074	6.764002478	8.164308004	5.303926829	4.880017994
RPLP0	8.674541227	7.771962855	9.027728253	8.365786405	8.607733939	9.707522187	7.587616112	7.013647425
RPLP1	8.049950751	7.999391582	8.801001754	9.16891213	8.270851313	9.335152217	7.00341311	7.580638368
RPLP2	8.619073839	7.391219114	8.717804876	8.972835546	8.339085731	8.67031143	7.252381351	6.800200401
RPN1	6.679492599	5.622418214	6.263807052	6.501190366	7.485902651	6.593618097	6.394197309	6.803549953
RPN2	7.456981144	6.759497243	6.70478799	7.651092554	7.827853243	7.047514067	7.503736946	7.344128393
RPP14	2.148824944	1.312059384	1.324224232	1.181835316	2.020738704	1.853366757	1.530531581	1.491461349
RPP14	0.043061125	0	0	0	0.049481033	0.036035987	0.060807484	0.016000222
RPP21	2.023179755	1.90946383	2.397303009	3.541790954	1.80477105	3.149876766	1.875632873	1.170398088
RPP25	1.598566494	2.035529617	3.307832936	2.157995647	0.698137915	0.560330814	1.346983796	1.310552582
RPP25L	4.542362213	4.489579738	5.148362198	4.575279714	4.433351499	4.92905339	4.273857388	4.375589526
RPP30	3.07436057	1.599879776	2.39571789	3.131707999	2.496361291	2.95844628	2.390256012	1.987688619
RPP38	2.923412659	2.247920784	2.926253077	3.094566762	2.377094084	2.702137087	2.905779673	2.20158306
RPP40	1.305965503	1.755539577	3.581948125	2.249071153	2.813432836	2.64265921	1.271081705	1.297133775
RPRD1A	3.886572719	1.545571308	2.155672453	2.981762642	2.414792691	2.583588128	3.38432837	2.147022648
RPRD1B	3.710638333	2.657656949	2.607551273	2.841874121	2.932087336	3.013764115	5.234738747	2.816842949
RPRD2	3.661385102	1.927757071	1.968658403	2.699270894	2.357559285	3.919709837	3.014385935	2.660468068
RPS10	5.687312516	5.795129617	7.223506083	7.874183335	6.330081879	8.332507524	5.435175609	4.901332898
RPS11	9.824099152	8.985673877	9.143209052	10.20303952	9.334621895	10.60139734	8.289191809	8.175007427
RPS12	9.77764806	9.620739734	9.939506006	11.39697848	10.0102083	10.83225664	8.004241262	7.716271849
RPS13	6.867194868	6.7236881	7.725048144	7.874438627	7.213907348	8.107443296	6.254353198	5.83201836
RPS14	6.237782629	7.085998927	8.080862838	7.700624387	7.2267326	8.565795926	6.000089803	5.593628137
RPS15	6.928376494	6.415486159	7.036981627	7.530584594	6.902055734	7.813539775	5.598697947	5.789975261
RPS15A	5.44025886	5.349828366	5.781001661	6.239929178	6.241717225	6.366636406	4.724317257	4.632145163
RPS16	8.302736389	7.797501752	8.021422149	8.610363772	7.969822924	9.100120592	6.8171749	7.018307582
RPS17	6.787086022	7.121466177	7.388327838	8.011511887	7.538445974	9.15853697	5.757199607	6.062155677
RPS18	8.963678767	8.778393795	9.88897993	9.982986828	9.109877257	11.65739832	7.659687371	7.382898135
RPS19	8.321906788	7.236482765	8.042917848	8.257386932	7.564770237	9.366530217	6.51437704	6.573882104
RPS19BP1	4.886136717	3.46930414	4.68674444	4.46269707	4.628124093	3.985586586	3.43857859	4.028849126
RPS2	7.498002246	8.24229933	8.067426498	8.431260008	8.722986418	8.780058382	7.230288714	6.894476729
RPS20	8.112367543	7.682377807	8.779556373	8.264542334	7.022145144	8.616913551	6.090880398	6.939828044
RPS21	9.193215384	7.613412792	8.262984829	9.006752091	8.349193932	10.51747564	7.148082775	6.544297311
RPS23	5.169591631	6.889283606	6.613692097	7.329847745	7.248951481	8.660966	5.920368417	5.375069235
RPS24	7.842735273	6.627894655	7.123058442	8.592895327	7.842485955	9.427752159	6.3374226	5.862228549
RPS25	8.372584087	7.327031825	8.186550162	8.314731292	8.243445363	9.212196084	7.142842609	6.662750374
RPS26	5.675949382	6.10517151	6.674966836	6.929864094	5.564483066	5.273842901	4.848153536	4.773783951
RPS27	9.190963127	8.407061387	9.68532809	9.926044025	8.968185488	10.82663386	7.304534462	7.893850523
RPS27A	7.233297927	6.376667194	7.68536292	8.281571331	7.404344353	9.004417626	6.492147456	5.651668463
RPS27L	2.53011651	3.088578226	3.09430053	3.309173838	3.382225597	3.543251276	2.885694325	3.220589244
RPS28	6.899573734	6.823491504	7.402109727	7.558893386	6.729232774	8.396560785	5.570960723	6.146623842
RPS29	3.47073382	4.087153563	5.244775892	5.147174963	4.842618116	5.512575244	3.244842735	3.370645818
RPS3	6.527597297	6.320260223	6.839073008	7.704466153	7.015827081	8.36258921	5.809087916	5.385568578
RPS3A	6.094384128	6.623372834	6.683427488	7.350599333	7.213817672	7.80246624	6.269580242	5.210144629
RPS4X	7.063319675	8.052887338	7.654246417	8.77098543	8.54493682	10.13639434	7.788758631	7.101829563
RPS5	6.809419404	6.533365294	7.413161569	8.019121613	7.49204877	8.721046161	6.200724818	6.10347036
RPS6	9.161662067	8.30721802	8.461176848	9.120489784	9.14868215	10.87609846	7.969431329	7.482507299
RPS6KA1	1.374629701	1.303044159	1.10604295	1.267090153	1.796338445	1.119013093	3.249647956	3.921937657
RPS6KA2	1.392427794	4.475325723	0.888721539	1.674834973	0.4295668	0.994673204	1.804131999	1.431454816
RPS6KA3	4.183067638	3.059870113	2.820645928	2.557631318	4.303576459	4.16991686	4.35635925	3.455749179
