Ensembl_ID	TCGA-L5-A4OI-01A	TCGA-L7-A6VZ-01A	TCGA-JY-A93D-01A	TCGA-VR-A8EX-01A	TCGA-L5-A8NF-01A	TCGA-L5-A8NH-01A	TCGA-L5-A4OT-01A	TCGA-2H-A9GO-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A5U5-01A	TCGA-L5-A4OO-01A
DOLPP1	3.202465686	4.012696023	3.015845687	2.717837978	3.237587203	3.337226583	2.861529129	3.133871158	2.902140878	2.889950584	4.46918169	3.343778176
DONSON	2.782683116	1.790243428	2.047914102	2.194311684	2.00944374	2.636837703	2.474202164	3.441598108	2.672782981	2.880381633	3.243872383	2.627543929
DOT1L	4.16267847	3.615659878	3.194516362	3.581562518	3.092459397	3.890242878	4.015295671	2.741429298	2.938453271	3.386554308	1.908744493	3.007686769
DPAGT1	2.696848286	3.816523354	3.106235142	2.679209955	3.373321024	3.755989888	3.282907733	3.680133905	2.711313312	3.17868073	3.937556002	2.629469299
DPCD	2.282108409	2.844973522	1.795910684	2.297318264	2.624980243	2.360590551	1.647627393	2.25768193	2.407194553	3.291598036	2.915624979	2.142126053
DPEP2	0.718034254	0.238769236	1.318737341	0.516233731	0.353568915	0.566655035	0.700323668	0.285388447	0.417712404	0.229861797	0.142049862	1.342997446
DPF1	0.491345085	0.189500753	0.143967157	1.043650053	0.299703951	0.287758996	0.084049733	0.261403097	1.048144576	1.363672896	0.422903781	0.208662467
DPF2	3.029872033	3.045652482	3.008900166	2.875911225	1.874729818	2.680577692	2.814793379	0.548254251	2.745483064	3.245392975	3.359858989	3.02573215
DPH1	2.13471727	2.767965383	1.901491632	1.844781507	2.29700708	2.445011666	1.741568663	2.666530287	1.50403849	1.748049329	2.343616263	1.850236043
DPH2	3.509216699	4.039224831	2.852286098	3.793394305	3.522098765	3.862981047	3.028701473	3.236469792	3.806634405	3.882502474	3.640047815	3.146137157
DPH3	3.115792814	3.429489999	3.084635602	2.722296056	3.341743395	3.098043433	3.659599327	3.306416745	2.783136188	2.335922541	2.700684786	2.924126679
DPH5	1.79040534	2.1852089	2.349896442	2.232512754	2.240918082	2.237091328	2.182299504	2.690132559	2.608015781	3.267241592	2.985718678	2.358140744
DPH6	0.593474385	0.959315631	0.985808726	0.885866033	0.845186792	0.849346521	0.868965057	1.172076631	1.204219206	0.953127492	1.008886847	0.993220992
DPH7	2.551791272	2.131426934	2.019469824	1.904192067	1.864616748	2.567469501	2.152326414	2.378033969	1.791134993	2.678851526	2.720711484	2.998448911
DPM1	4.626823132	5.388126206	5.128607761	5.368190818	5.622591415	5.456182582	4.975966743	5.636165228	4.845356246	5.687797702	5.365416521	5.118643296
DPM2	3.62162002	3.962416814	3.530947394	3.903473691	3.541378189	4.295467611	3.69000405	4.036703091	3.548225198	3.97752258	5.169787623	3.962938047
DPM3	5.478203373	4.223955061	4.374491984	5.239829566	4.186031843	4.600955233	4.176857194	5.174934296	3.818880656	5.282630007	5.0349212	3.697062276
DPP3	4.163161116	4.727544131	3.528116874	4.608092037	5.266542819	4.202046136	3.24053781	3.588746578	3.985983802	4.207943196	4.764938294	3.916654327
DPP4	4.028542476	4.13335007	2.362334009	0.498404963	1.986870618	2.916482286	3.1080489	3.039034505	0.757196198	0.953163246	0.750796541	1.215710866
DPP7	4.402166924	4.613841028	4.473603529	4.369324111	3.791599793	4.279449777	4.763090296	3.338658705	4.542509779	5.44481535	5.499829274	5.545426397
DPP8	2.838524881	3.175007543	3.248852751	2.646050973	3.090842513	2.958005265	2.667694055	2.542437026	1.962800529	2.332765581	3.008147213	2.769730739
DPP9	4.059402999	4.752049759	3.876983851	4.066322655	3.980371008	4.150469437	4.068038767	3.559499214	4.170419285	3.594737411	3.074665688	3.500186211
DPT	0.644707494	0.683540424	3.637954061	0.481220659	0.875815282	0.518768397	2.714197124	0.24433596	1.114983993	2.119726929	0.856488788	2.557897316
DPY19L1	3.961801613	3.683049326	4.852889359	2.048618526	3.234511797	4.351130303	3.957164837	4.392515113	3.064284986	4.215906215	3.992946574	3.27717306
DPY19L2	0.04088733	0.036232207	0.47071415	0.194731198	0.365562395	0.136654425	0.34622492	0.457543509	0.095670941	1.319517694	0.455623019	0.596309304
DPY19L3	1.496507222	1.453990398	2.429092264	1.31520553	2.338759202	1.956991648	1.818204309	3.104975291	1.814399974	1.466168413	1.221147945	2.652160934
DPY19L4	2.579279393	3.095468514	3.13419323	1.840553625	2.680951013	2.555553356	2.873030523	2.934121557	2.585417682	2.598825517	3.244756475	2.987160461
DPY30	3.63015285	3.824769568	3.240457907	3.850838537	3.223280978	3.452216297	3.06467528	4.298972848	3.687582429	4.810850548	4.149398207	2.916214142
DPYD	1.536986737	1.90878565	3.439981586	2.28873763	1.92639931	1.845003274	1.825947011	0.5696469	3.00828258	1.077936123	3.989048238	2.769659982
DPYSL2	4.252293743	3.424597574	4.689024918	1.819647297	3.511894919	2.668916204	4.392342097	3.700273923	2.33431703	4.593010028	2.114640949	3.74824223
DPYSL3	2.217154768	2.778934504	5.504757537	3.918370852	2.584986838	1.970759457	4.001940774	1.605223586	4.16231578	4.411990671	4.707769398	4.643059615
DPYSL4	0.310552294	0.101694973	1.170977525	0.283253551	0.036817698	0.082530119	0.255429664	0.067890682	0.523160358	3.182821929	1.718542466	1.445424549
DQX1	3.089729726	1.951047756	1.454743572	2.095834944	2.874592998	3.00079378	0.600669526	3.169252249	1.028370477	1.738334853	1.35739928	0.51920387
DR1	3.116467595	2.734956981	3.170307091	3.132824168	3.107336258	2.981937207	3.026547105	2.255424127	2.840759177	2.447980188	3.236326953	2.956177211
DRAM1	2.294582237	2.575281888	3.540642851	1.995892659	3.039304009	2.119685726	3.740416352	1.626095192	1.749794486	2.591567418	2.660784655	3.609083974
DRAM2	3.871740259	4.724364476	4.032669126	3.081535602	3.849649212	3.771477745	3.365924689	3.8632787	2.659290681	4.603207754	4.085840695	3.896461868
DRAP1	4.050221832	4.276765847	4.22474204	5.130469987	3.593029653	3.650906095	3.935623893	4.642902405	5.889308811	5.755869612	4.768831989	5.074212626
DRAXIN	0.062381273	0.076052153	0.075523551	0.06951484	0.052765748	0.024275771	0.04304962	0.047749355	0.188927633	0.346839413	0.170855659	0.141889511
DRD4	1.280077967	0.578761956	1.201395548	1.591308386	1.983720965	1.640791695	1.525396735	1.940080892	1.008772136	1.126127707	0.639425654	1.627247958
DRG1	4.153691772	3.933683359	3.847465212	4.848521802	3.575008514	4.298910878	3.366845897	4.378461498	4.427925222	5.709444718	4.990574069	3.915337819
DRG2	1.86092199	2.101255423	1.742353317	2.171028666	2.444639835	2.433004486	1.507825155	2.239753735	2.023456058	1.630692902	2.84884154	1.70136674
DROSHA	3.888322801	3.52786249	3.587633673	2.979835481	2.979148335	4.209306196	3.239858177	3.185760216	2.828047882	2.968807655	3.933192459	2.841304734
DRP2	0.099453659	0.045973294	0.617086647	0.009553472	0.144422846	0.036867706	0.185851881	0.407501467	0.143194524	0.126239779	0.101884866	0.252716442
DSC2	5.372119398	4.764953194	1.635185235	6.412912464	1.627776351	3.789227268	1.826013496	1.474268046	7.075389643	2.88379351	2.981065695	2.248672943
DSC3	0.218240623	2.942490088	0.381741504	7.820125043	0.120697901	1.069602202	0.300849637	0.009595383	7.827358909	6.46413491	5.1447467	0.662757492
DSCAML1	0.567717169	0.006779436	0.19551887	0.068971611	0.016738042	0.025339572	0.037096712	0.012019916	0.027117541	0.037224995	0.035395187	0.24640282
DSCC1	2.210663121	2.617931456	1.878832044	2.155395574	1.714262632	2.240543633	2.278476272	3.11599593	2.939530371	3.067315774	2.346294483	1.586894165
DSE	0.300187087	0.94732859	2.798167245	1.584752188	0.735670371	1.556247844	2.286013075	1.618775422	2.118500368	1.116759431	1.736862128	1.746706575
DSEL	0.085837768	0.082843801	1.149516738	0.24662738	0.198952163	0.131557466	0.695407781	0.164834207	0.140435743	1.068290573	0.418504772	0.595829762
DSG2	7.474784186	7.623946822	5.05378669	4.603130176	5.017974204	6.861213728	5.260837483	4.861976291	4.991463034	5.674463115	5.481457936	5.280995107
DSN1	2.880506429	4.189319789	3.265075687	2.964404155	3.917630714	4.04129885	3.240094626	4.852397729	2.901481218	4.010752714	3.422775947	2.965937598
DSP	6.988044106	4.914167855	5.274607103	8.647350692	6.314819773	6.429419767	6.235770562	5.623108403	8.637028207	5.395310203	6.645225384	4.433822394
DST	0.832823647	2.424569955	3.497508841	4.758215184	2.114271836	2.813109574	3.242646667	1.259064657	3.256355071	3.182582723	3.216012041	2.393215459
DSTN	6.028852425	6.187676453	6.361965196	6.823046088	6.443348797	6.217373529	6.572679182	6.511754591	6.603260465	6.488804385	6.257954284	5.921426693
DSTYK	2.16286685	1.572843894	2.527825221	1.879199924	1.509705973	1.971740461	2.142533499	1.889891404	1.823233024	1.960441514	1.974715636	1.914355725
DTD1	3.324034179	2.75559534	2.518908707	2.597966041	2.101710272	3.139312467	2.563322803	2.847024457	4.024410493	3.361728456	2.276974799	1.845283181
DTD2	2.371178318	2.30583377	2.12240071	4.97595485	2.467712102	2.748194255	2.006380753	2.716059214	2.452835919	4.167658936	3.619154263	2.55276741
DTL	2.933445293	2.291606055	2.315182892	2.562019038	2.854336011	3.535952565	2.789372507	2.750628042	3.091541531	3.365755665	3.85078241	1.719888788
DTNA	0.129321315	1.753924596	1.00695373	0.405270308	0.678049947	0.135752869	0.518035452	0.726837219	1.452572218	0.528945004	0.267239552	0.589732254
DTNB	0.731989007	1.999502081	1.9333946	1.965385051	1.207679092	1.122651611	1.48377447	1.69319329	1.564431742	2.241634156	1.984374195	1.329461213
DTNBP1	2.223219637	1.448858719	2.313226677	1.841669248	2.577077125	2.457540333	1.996064086	2.84917335	1.890363047	2.1626182	2.09060006	2.1810209
DTWD1	0.87879774	1.065284623	1.289425774	0.718623031	0.942367258	1.108380203	0.914679881	1.039632465	0.948093735	0.758668675	1.148711899	1.283420384
DTWD2	1.785197853	1.986125543	2.023808403	1.252373287	2.328109421	1.91253606	1.957193786	0.96421354	1.888775918	1.117170753	1.8856244	1.973806402
DTX1	0.297926136	0.795091251	2.727485644	2.146076714	1.016488436	0.747694791	2.567722811	1.594787163	1.083871276	0.671565754	0.438953121	2.261022228
DTX2	3.779041643	3.2719897	2.92580391	3.761393148	3.32954046	3.706810013	3.137619971	2.507934269	3.338440501	2.284228395	2.733633082	3.981422762
DTX3	0.465956601	2.124991581	2.704012589	1.860266224	1.463411833	0.659472723	1.92317653	2.114214702	2.449278326	3.172840022	2.310563676	2.463408115
DTX3L	4.741784855	5.073046841	4.970083335	4.120327806	5.145951294	4.805931582	4.37929583	4.652072669	5.341681611	2.643589949	4.041138774	4.922261033
DTX4	3.869217135	4.535034896	3.808681651	1.543029869	2.803785753	4.052245474	4.294552065	3.978277032	1.476567726	1.923179621	2.521032454	3.895569541
DTYMK	3.424135337	3.691499788	2.89697295	3.102632382	3.741595785	3.701861787	2.901532769	3.886885499	3.638435383	4.195320277	3.988145276	3.288062529
DUOX1	3.373014478	3.37336487	0.82017366	5.279532909	2.262304691	3.06537544	2.185642597	2.042093132	4.734565725	2.414215094	2.643547569	2.197067148
DUOX2	3.695322079	4.912154723	1.162853293	4.915824028	5.64242044	7.249985101	4.823026105	2.147910607	1.953150136	0.801242567	3.643978897	3.324655852
DUOXA1	1.14288001	2.324900953	0.224406881	4.660239257	1.878500322	1.774870073	0.508021674	1.261999844	4.195026023	1.684007021	2.559180292	1.596394649
DUOXA2	1.434609708	4.256739711	0.394504821	3.489275153	3.964827658	5.769552408	4.619048616	1.919858875	1.050621967	0.558882185	2.467292477	1.875996485
DUS1L	4.023400257	3.717210258	3.571467805	3.653611518	3.644091507	4.266972356	3.434498209	3.741771356	3.95283519	4.657221503	4.079761578	4.065911198
DUS2	1.180544521	1.344120065	1.491242952	2.397608243	1.572130151	2.498825008	0.755139101	1.513868102	1.995614523	2.034087689	2.10300683	1.879978204
DUS3L	2.699271105	3.200787754	2.521931749	3.351914289	2.316803081	3.334462546	2.831194001	2.850437759	3.039187858	3.777797127	2.120385986	2.138345966
DUS4L	0.931417045	1.264999558	1.317177143	1.480331512	0.89556887	1.249391854	1.595218264	1.975480525	2.056930727	1.750241455	1.703977945	1.38390148
DUSP1	4.845474838	6.059219991	7.244198258	6.883909065	7.585311226	7.430430423	7.178104989	6.140938353	6.655616348	4.623350323	7.131337253	6.609662893
DUSP10	2.977942566	2.207861428	2.855373957	2.856149316	1.820009682	2.96694495	3.391051722	1.415957781	2.00673831	1.714012806	2.519236425	2.750993167
DUSP11	3.184629428	2.940917547	2.837944117	3.606880082	2.651108638	2.698345634	2.592179963	3.198116586	3.25718856	3.021377212	3.373531094	2.869029271
DUSP12	3.40824033	3.066648542	3.384263407	3.240045505	2.934913835	3.380771808	3.735897921	3.718707264	2.172341121	3.510798609	3.711313043	2.707500874
DUSP14	2.649311313	2.785801731	2.469343432	4.078663657	1.395942364	2.168871268	2.632469278	2.347296167	4.960540917	3.997177429	3.185995796	3.211242653
DUSP15	0.083979085	0.410597285	0.457826877	0.246743923	0.252521749	0.12271335	0.255007861	0.677428961	0.04007675	0.22194194	0.140201689	0.431727988
DUSP16	4.683840326	3.196956794	3.140009914	3.096184405	4.389044793	4.225530688	3.322274299	3.394726683	2.528305419	2.611744188	2.284005994	2.745794333
DUSP18	2.56562647	1.864324836	1.582384492	1.498431329	1.836110308	2.280983506	1.402809962	1.514493716	1.446143938	1.596824455	1.232079627	2.342715944
DUSP19	0.280183929	0.835803001	1.205815996	0.653838187	1.439811803	0.452782219	0.887280718	0.414487201	0.497914079	0.785069495	1.210400075	0.985088829
DUSP2	2.008723588	2.263596174	3.653561316	2.506647842	1.338976535	3.788046302	4.552417859	2.987998216	1.321508014	2.303415238	2.104703722	3.179840431
DUSP22	2.213043334	1.218330273	2.746893081	2.952527917	2.423607659	1.966061357	2.079722136	1.78362634	1.994987295	1.328097271	2.548137149	2.706690245
DUSP23	5.199506591	4.765593173	4.775362689	5.636500688	4.329533631	2.642250828	4.957174982	5.751650013	4.883867003	5.424605217	4.951350458	4.946440928
DUSP28	0.998342959	1.193140539	0.928225636	0.9330088	1.443113824	1.29784707	1.104612879	1.42336019	0.535917378	1.277136757	1.070637081	1.467955472
DUSP3	4.052438301	4.035054011	4.25680404	3.805652267	4.427672256	4.008928427	4.69953648	4.24472441	3.967909981	4.050183054	3.562536717	4.126158969
DUSP4	4.443990802	6.988793079	4.847510229	1.903349543	3.722730947	5.426778854	6.619006725	5.759778602	0.677744457	0.768967836	2.132457434	2.761121363
DUSP5	1.199860386	1.39760548	3.089547584	4.576941258	3.352488602	3.020945311	3.516751143	2.167738087	4.212902835	2.328607642	4.722770273	4.382292243
DUSP6	3.401798163	3.965977126	3.836386277	2.016271499	3.599841143	3.538454423	3.682848754	4.589790725	3.736099384	1.980453955	3.275650971	2.289467228
DUSP7	2.160704334	2.824162432	2.405361734	5.030407704	2.830757927	2.57993377	2.519062823	1.865852935	5.709246201	3.694963485	2.783846241	2.900592633
DUSP8	3.390926685	2.003679584	2.057137965	1.862208349	4.058021636	4.308667811	4.517176053	3.532998777	0.765369785	1.401523127	0.888853809	3.035559895
DUT	3.348879762	3.364815035	2.953747352	3.900772625	3.08879612	3.024184731	2.779018996	4.108581223	4.694177394	4.559460572	4.159457122	3.506581637
DVL1	5.162916967	4.93292904	3.535428648	4.645853543	4.126742651	4.377240448	3.791635344	4.487951816	4.853715341	4.228814009	4.212552382	4.521573922
DVL2	2.898925759	3.017562059	2.732048004	3.30934268	2.768318725	2.849885486	2.354030371	2.379823872	3.206498192	3.812848475	3.885599477	2.354175616
DVL3	4.673774247	4.904497326	4.824047895	5.111871016	5.075388126	4.592369468	4.840971816	5.313698028	5.668837495	5.207853814	5.869657726	5.275040586
DXO	2.377526451	3.669207236	2.523082742	2.240042323	2.975636724	2.773708597	2.558694887	3.242204258	1.653052642	2.508935783	2.973826758	2.595754122
DYM	2.951400297	2.314135916	2.910697358	2.698744046	2.709733227	3.139954929	2.815045377	2.824826683	2.46610265	3.253209284	2.279377228	2.259113344
DYNC1H1	5.593796826	4.957301735	5.438706517	5.307837045	5.046577842	5.539885717	5.134219165	3.779599259	5.479523703	5.279244331	5.232036359	5.080091201
DYNC1I1	0.050369632	1.065528685	0.512150797	1.254140729	2.64333561	0.245572244	0.350572457	1.751983533	2.733664223	2.118065017	1.176042064	0.932621334
DYNC1I2	4.554440015	3.874193883	4.161809416	4.664287889	4.530296712	4.502576815	4.285994278	4.778674809	4.380437548	4.16030122	4.385447759	4.216197845
DYNC1LI1	2.507120106	2.650245716	2.745865077	2.858129261	2.494848409	2.5145488	2.847269544	3.950020846	2.692395608	2.695794308	2.617115598	2.221685131
DYNC1LI2	3.944944366	3.217347411	4.046412206	2.975336532	4.155529192	4.19821736	3.366591691	2.849992341	3.350408153	3.243549338	3.644300601	4.016011923
DYNC2H1	0.092075486	0.710528668	2.119455804	0.321998081	0.71526538	0.430102685	0.822758312	0.363774268	0.959604522	1.154272444	0.44822406	1.66045994
DYNC2LI1	1.935723362	2.440860057	1.983265979	1.61782497	1.990849309	2.241157351	1.671388004	3.106255852	1.923046159	1.962815645	2.120546513	1.731259025
DYNLL1	5.902093926	5.911639657	5.351988864	6.734560233	5.675459941	5.673525476	5.395990955	6.113873948	6.48046504	6.728402774	5.99760532	5.234210345
DYNLL2	3.301300559	2.722780239	3.287829145	3.220889033	3.415382613	3.127230912	3.118661046	3.245356247	3.432685565	3.233231192	3.051766048	3.868449461
DYNLRB1	5.382232988	6.644961154	5.313864532	5.92416486	5.642120584	5.590552228	5.052881585	5.786009802	5.218622713	5.857481508	5.141264963	5.734068753
DYNLT1	4.194473786	5.068809851	4.147354354	4.510299368	4.593245415	4.634613943	3.738964491	5.172926154	4.542636169	5.36240568	5.297451312	4.619963444
DYNLT3	3.757737569	3.803496472	3.851427777	5.215464009	3.736106424	3.330776768	3.960466769	5.593296531	3.169623922	4.858202174	3.746537234	3.628646697
DYRK1A	3.225624812	2.610690058	3.292048293	2.796085341	2.983720323	3.269437844	2.977854381	3.103215527	3.036126921	1.659594782	3.172792124	3.335296046
DYRK1B	3.011240865	4.439379924	3.226403837	3.871669898	1.222247212	1.400643102	2.007919723	2.723661457	2.653059559	2.88482505	3.237265005	3.774264884
DYRK2	3.765447002	3.314208736	3.927245541	2.612649274	4.543905408	3.834282077	3.770556591	2.797573042	2.174708705	2.851716183	2.307157463	3.716399912
DYRK3	1.862261564	1.545703744	1.465836165	1.286890349	1.408360553	2.422778043	2.820346488	1.394960024	1.615101223	1.080504839	1.120818368	1.706821045
DYRK4	2.00176989	1.441568461	1.136512125	1.009147043	0.979497029	1.273368348	1.025283783	1.761147271	1.968702083	2.290290006	1.399662745	1.771013475
DYSF	0.823982432	2.346828315	2.772485625	0.882224939	1.930253664	2.443228112	2.26317386	1.417820322	1.687276532	1.395308667	1.751202515	2.274231675
DZANK1	0.417847064	0.657535916	0.592657314	0.317923719	0.86118116	0.578620578	0.562239542	0.503789589	0.647715243	0.506584349	0.28314552	0.69906601
DZIP1	0.212935867	0.265593023	1.854661578	0.723128129	0.386178425	0.284294349	1.281511681	0.726473167	1.33748427	1.86304259	1.444965692	1.325637655
DZIP1L	0.120167854	1.060693077	2.00898096	0.778367605	3.081282091	0.707117317	2.531423297	3.142884236	1.237151079	1.189602924	1.348340328	1.477154581
DZIP3	0.880000483	1.611068353	1.842873279	1.140171551	2.828498048	1.568001643	1.98294898	2.838109224	1.412425938	0.668713843	0.711309428	1.98849138
